title,text 
Pedido não entregue!,"Fiz uma compra na Shein para minha irmã é um biquíni, já tem mais de um mês e até agora nada desse pedido chegar aqui em casa já fui nos correios procurei informações pra vê se tinha alguma pessoa com a encomenda e não encontrei ninguém, já tentei entrar em contato com a empresa e não resolveram meu problema já liguei para a transportadora que ficou com a entrega do pedido ""eles falou que tinha que aguardar 3 dias"" já passou disso. O pedido dá com nome em roda de entrega já faz dias quase mês chegou deste do dia 01 de Novembro. Estou muito indignado com a empresa pelo ocorrido a primeira vez que comprei foi excelente entregou rápido já agora aconteceu isso. Quero o pedido ou o reembolso ou então vou ter que entrar com um processo na justiça sobre o ocorrido não posso ficar no prejuízo. Deste já agradeço. Aguardo retorno!"
Apertei entregue sem querer ,Apertei entregue no meu pedido sem querer. E não chegou ainda o que fazer? Me ajude 
Apertei entregue sem querer ,Apertei entregue no meu pedido sem querer. E não chegou ainda o que fazer? Me ajude 
Produto entrege no enderço errado,"Boa noite !Foi feito um pedido de um borrifador de plantas no site da SHEIN  e o mesmo foi entregue em outro endereço em outra cidade, estrei em contato com empresa transportadora e  mandou aguardar isso já tem mais de 5 dias não tivemos resposta, um total descaso com cliente, peço providencias, estou chateada com isso, vou acionar a justiça se preciso for.Att, Cristiane Souza  "
"DEMORA NA ENTREGA DO PRODUTO:Desde o dia 4 de novembro que na área de rastreamento do aplicativo consta que meu produto saiu de Curitiba/PR com destino a São Luís/MA para de lá vir para minha cidade ser entregue, mas até agora nada, não atualizou mais o","DEMORA NA ENTREGA DO PRODUTO:Desde o dia 4 de novembro que na área de rastreamento do aplicativo consta que meu produto saiu de Curitiba/PR com destino a São Luís/MA para de lá vir para minha cidade ser entregue, mas até agora nada, não atualizou mais o rastreamento, nem no aplica e nem no site dos Correios, hoje completa o prazo que consta no site como sendo o dia da entrega, quero saber onde está meus produtos."
Comprei dois vestidos e só um chegou!!!!,"Eu comprei dois vestidos para minha mãe mas só um chegou , e no pacote está escrito os dois e o valor deles , não irei mais comprar enquanto não me derem uma explicação o que aconteceu"
Compra de 2 vestidos,"Comprei 2 vestidos no valor de 98,97 os dois paguei no boleto em 23/08 /22 até agora ate o momento  não recebi gostaria de uma posição deles agradeço a impresa Reclame Aqui que nos ajuda com essas causas. Obrigada "
Página não atualiza ,"Nunca tive problemas com a Shein, sempre enviam meus pedidos certinho, porém fiz uma compra no dia 16/11 e até agora a página não atualizou para informar se o pedido já foi enviado ou qualquer outra coisa, gostaria de uma posição já que o valor da compra foi debitado normalmente do meu cartão."
Compra faltando objetos,"recentemente fiz uma compra de envio nacional na shein e estava realmente ansiosa para a chegada do produto, efetuei a compra de 2 fitas e apenas uma chegou a mim. gostaria de saber se irão me ressarcir o valor pago ou se poderiam me enviar o produto que não foi entregue"
Código de rastreamento ,Há mais de 3 dias venho enviando reclamação  pois preciso saber meu código de rastreamento para saber por onde anda minha compra e até agora nada.  Vcs me pedem para clicar em um link que não me dá a opção de saber do mesmo jeito.  Preciso de uma posição clara de vcs. Vou enviar novamente o comprovante do pagamento 
Atraso na compra pr aguardando pagamento,Posso mandar um arquivo
Tributação ,"Fiz uma compra na shein e fui taxada no valor de R$159,45. Já fiz contato por email pois a empresa diz ressarcir 50% da taxa mas até nem retorno me deram. "
Já enviei produto desde dia 14/11 nos correios e nada de um retorno de vcs,"Efetuei uma compra do macacão no valor de 100,00 pedi (g) mas veio( m) fiz a postagem pra troca mas nem uma mensagem me deixando ciente que chegou até eles o produto que iria me enviar o número correto "
"PEDIDO VEIO ERRADO. PEDI UM CONJUNTO FITNESS, VEIO UM VESTIDO MTO ESTRANHO NO LUGAR","Olá, boa tarde.Acabei de receber meu pedido e ao abrir a embalagem: SURPRESA! Até assustei. Provavelmente trocaram o pacote com outro pedido de outra pessoa. Esperava um conjunto lindo fitness, veio um vestido estranho que eu nem sei se é de academia. Estou muito frustrada pois preciso devolvê-lo/trocá-lo e não posso ter custos com um erro que não foi meu! Estou tão decepcionada que não consigo nem mensurar. Estava super ansiosa pela chegada da minha encomenda que não foi barata, foi inclusive uma das compras mais caras que realizei na SHEIN. Aguardo retorno.Número do pedido: GSHN4K123001XEA"
Mais demorado que comprar na China ,"Fiz um pedido (Nacional) dia 09/11 hoje é dia 18/11O pedido não foi nem despachado para a transportadora No mesmo dia fiz um pedido na China por outro site e já está aqui no Brasil Creio que minha cidade fica bem mais perto do que a China.O engraçado disso tudo que eles me mandaram um e-mail pedindo desculpa pela demora e mandara $0,3 na minha conta da SHEIN aí já achei desaforo pois além do valor que não dá pra pagar nem um frete eles falaram no e-mail que o valor é válido por 30 dias apenas Sério ?  Achei uma falta de consideração pois eu nunca mais compro nesse site E tem mais uma coisa eles não tem nenhum chat ou telefone com um humano pra tratar os assuntos com você."
"Shie, devolução não feita, mercadoria não recebida!!","compra feita no dia 12 Out.2022 no valor de R$307,79 Número do pedido; GSHN3P0730020Y6Tempo do pedido: 12.Out.-23 Out ( data de entrega estimada)departamento de atendimento não responde.Solicito retorno!Obs: Reembolso por Aplicativo não funciona! devolução monetária não realizada mesmo que varias tentativas feitas."
PEDI TRES VESTIDOS E PAGUEI POR ELES. Enviaram apenas um e se recusam a devolver o meu dinheiro. Isso no dia 30/09/2022 Apenas alegaram que não havia em estoque ou algo assim. Não há comunicação só extorção.,"Recebi apenas o pedido 564. Os pedidos 565 e 566 foram pagos como mostra as fotos do meu extrato bancário. SHEIN SE APROPRIOU DO MEU DINHEIRO e EXIJO EXTORNO. A empresa definitivamente age de forma mau intencionada pois deram um desculpa esfarrapada sobre o não envio: Esses modelos não existem mais em estoque mas vamos transformar em crédito ou algo assim e nunca mais falaram nisso e não devolvem o dinheiro POIS NÃO ME INTERESSA NEGOCIAR MAIS COM ESSE TIPO DE EMPRESA, seja pela má qualidade do produto recebido ( e nem devolvi arcando com meu erro em confiar na propaganda) e pela comunicação e conduta anti-ética. Vejam que os pagamentos foram feitos no final de setembro. Esse dinheiro tem feito falta e minha revolta é grande. EXIJO O EXTORNO."
Não recebi ,Meu pedido não sai do centro de distribuição 
Comprei outras roupas da loja. As que devolvi gostaria de estorno no cartão de crédito. Obrigado ,Comprei outras roupas da loja. As que devolvi gostaria de estorno no cartão de crédito. Obrigado
reembolso nao realizado,"fiz uma compra no site da shein no dia 20/10/2022 e nunca recebi o produto, e a shein nao fez o meu reembolso"
Cobrança errada,"Não fiz nenhuma compra na shein e veio cobrando no credito do meu cartão Nubank uma conta de 99,98 R$ , parcelada em 6x.Chegou a mensagem que foi aprovada a compra no Ebw *shein."
Pedido incompleto ,"Efetuei a compra de 2 bermudas brancas no site. Uma com numeração 46 e outra número 40. No entanto só recebi a número 46. O serviço de atendimento é péssimo pois nunca tem a opção de falar com atendente, nemPor chat nem por telefone."
Pedido com produto faltando,"Olá, fiz um compra pelo aplicativo com 2 itens no dia 6/11. Pedido n GSHN4K243002RUK, porém recebi a entrega apenas com 1 item, uma calça preta. Faltou a peça vermelha.Tentei contato com a Shein em todos os meios, porém só mandam para as respostas automáticas, não me deixando explicar meu problema para alguém me ajudar.Aguardo retorno para receber meu pedido ou estorno.Obrigada,Michele"
"O PRODUTO FOI PARA AG CORREIO, FOI DEVOLVIDO NINGUEM INFORMOU QUE EU PRECISARIA RETIRAR E NÃO CONSIGO CONTATO COM A SHEI","FIZ A COMPRA PELA INTERNET DE 02 PRODUTOS O PRAZO PARA CHEGAR ERA DE 14.11 A 16.11. NO DIA 17.11 COMO NÃO HAVIA CHEGADO FUI RASTREAR E CONSTAVA QUE ESTAVA NA AGENCIA DOS CORREIOS DESDE O DIA 08 E FOI DEVOLVIDO DIA 16 POR ENCERRAR O PRAZO DE RETIRADA, SENDO QUE NEM FUI INFORMADA QUE TERIA QUE RETIRAR NA AG DOS CORREIOS. E NÃO CONSIGO FALAR COM SHEIN DE FORMA ALGUMA. ESTÁ PAGO, PRECISAVA DO PRODUTO PARA DIA 19.11 "
Qual o remetente da Shein?,"Fiz uma compra na Shein, já passou o prazo da entrega e o produto ainda não foi entregue. Preciso abrir uma reclamação no site dos Correios, mas não encontro em lugar nenhum qual o remetente da Shein para fazer concluir minha reclamação.Número do rastreio NA609324212BR."
Pedido não enviado ,"Meu pedido não foi enviado, minha compra foi efetuada dia 07 outubro 2022 as 10:55 da manha, contudo a data limite de entrega era dia 25 de outubro, foi notificada do atraso de envio mais ele excedeu o prazo, e está em coleta passando até a data de entrega estimada 25 de outubro. Como Já é segunda vez eu venho reclamar de um episódio parecido que Felizmente fora resolvido espero. Eu só quero meu produto seja enviado ou que a loja ou a shein me reembolsem o valor pago. Tenho consciência que não é algo caro, mais e desagradável saber não foi enviado até hoje.Infelizmente não e a 1 vez que faço compras nacionais e não são enviadas, contudo os internacionais são enviados após processamento do pagamento. Estou aguardando até hoje 18/11/22 uma solução para meu caso."
"""Rastreio não""","Olá pedi um relógio só que tá o nome ""rastreio não"" do lado aonde era pra estar o número de rastreamento mais está esse número no lugar do número de rastreamento ""*******32""Não consigo rastrear meu pedido pq isso aconteceu? Número do pedido:GSHN4V45300NJUKNúmero de rastreamento:*******32"
Pedido errado ,"Meu pedido veio errado estou tentando falar com a central mas não dá para falar com o atendente e a ura eletrônica só manda mensagens aleatórias e quando acerta pede para mandar uma foto e não possui a opção de mandar a foto errada do item, quero meu dinheiro e volta e uma coleta pelos correios para ele virem retirar esse item entrar em contato*******"
Código de rastreio ,"O código de rastreio está esgotado, e pelo site dos Correios não encontra a encomenda.No site da shein mostra que foi despachado já fazem 4 dias,e até agora não me disseram mais nadaEnviaram uma mensagem dizendo que se com 24 horas não estivesse recebido o pacote, era pra eu entrar em contato com a transportadora..Mas não tem como fazer issoNúmero do pedido:GSHN4951C00MLYMNúmero do rastreio:*******84Alguém me ajuda, agradeço "
Pedido Parado,"Então Boa Tarde Faz Mais De Dias Que Meus Pedidos Estão No Mesmo local, Não Atualiza É São Muito Importante Pra Mim podem me ajudar Com esse Problema? Pfv. ID de RastreioNA624043191BRQM518130866BR"
PEDIDO NÃO FOI ENTREGUE,"Comprei uma bolsa no dia 30/10, cód do pedido GSHN4Y33A00MUYB. Pedi para ser entregue em meu endereço e fui acompanhando pelo rastreamento da entrega. Dia 16-11 ele já constou como recebido em um local diferente, e, descrevem para retirar pessoalmente. Mas não consta o endereço completo, apenas um número de celular que ninguém atende. E agora? Vou ficar sem o pedido? Vão me reembolsar o valor? UMA BOSTA NUNCA MAIS COMPRO NESSA MERDA DE PRODUTOS FALSOS"
"Pedido parado em Curitiba,  fui taxada e ainda preciso pagar pelo valor para conseguir retirar ","Fui uma compra de 467,25 reais na Shein , é minha terceira compra e nunca tive problema !Dessa vez, fui taxada pelos correios, ninguém avisa nada sobre isso Para retirar a mercadoria 157 reais,fora o que já foi gasto nos produtos.O que achei mais estranho que na descrição dos produtos fala que ao todo foi 200 e poucos reais.Quero uma solução,  já enviei uma e-mail para o suporte!"
Não recebi meu reembolso ,"Fiz um pedido na shein a mais ou menos um mes já porém o endereço de entrega estava incompleto e foi devolvido pelos correios ao remetente, até ai tudo bem.Mas ja se passaram mais de 7 dias dessa devolução e ainda nao recebi meu reembolso! Não é um valor baixo e eu preciso desse dinheiro de volta, ja olhei em tudo quanto é site e tentei falar com a central de atendimento no aplicativo mas ninguem resolve meu problema, preciso do reembolso ou de algum contato que eu possa ligar para resolver isso.Aguardo resposta.Atenciosamente, Mariana."
